car(5, bmw, small, yes, coup).
car(7973, bmw, medium, yes, coup).
car(7974, ford, small, yes, coup).
car(7985, toyota, large, no, suv).
car(8000, bmw, small, yes, coup).
car(8001, bmw, medium, yes, coup).
car(8006, mitsubishi, medium, no, suv).
car(8016, honda, small, no, coup).
car(8019, toyota, small, yes, coup).
car(8022, benz, small, yes, coup).
car(8026, ford, small, yes, coup).
car(8027, ford, large, no, suv).
car(8030, mitsubishi, medium, no, suv).
car(8034, benz, small, yes, coup).
car(8047, benz, large, no, suv).
car(8071, benz, large, no, suv).
car(8074, ford, small, yes, coup).
car(8080, toyota, large, no, coup).
car(8089, mitsubishi, small, yes, coup).
car(8094, benz, small, yes, coup).
car(8098, ford, small, yes, coup).
car(8108, bmw, small, yes, coup).
car(8123, ford, large, no, suv).
car(8154, benz, small, yes, coup).
car(8159, ford, large, no, suv).
car(8161, mitsubishi, small, yes, coup).
car(8173, mitsubishi, small, yes, coup).
car(8174, mitsubishi, medium, no, suv).
car(8226, benz, small, yes, coup).
car(8240, bmw, small, yes, coup).
car(8246, mitsubishi, medium, no, suv).
car(8247, toyota, small, yes, coup).
car(8251, benz, large, no, suv).
car(8253, bmw, medium, yes, coup).
car(8258, mitsubishi, medium, no, suv).
car(8276, bmw, small, yes, coup).
car(8282, mitsubishi, medium, no, suv).
car(8290, ford, small, yes, coup).
car(8294, mitsubishi, medium, no, suv).
car(8296, toyota, large, no, coup).
car(8300, bmw, small, yes, coup).
car(8301, bmw, medium, yes, coup).
car(8335, benz, large, no, suv).
car(8351, ford, large, no, suv).
car(8361, bmw, medium, yes, coup).
car(8362, ford, small, yes, coup).
car(8379, toyota, small, yes, coup).
car(8396, bmw, small, yes, coup).
car(8412, honda, small, no, coup).
car(8419, benz, large, no, suv).
car(8423, ford, large, no, suv).
car(8433, bmw, medium, yes, coup).
car(8437, mitsubishi, small, yes, coup).
car(8445, bmw, medium, yes, coup).
car(8455, benz, large, no, suv).
car(8468, bmw, small, yes, coup).
car(8472, honda, small, no, coup).
car(8477, toyota, large, no, suv).
car(8499, toyota, small, yes, coup).
car(8507, ford, large, no, suv).
car(8510, mitsubishi, medium, no, suv).
car(8522, mitsubishi, medium, no, suv).
car(8525, toyota, large, no, suv).
car(8528, bmw, small, yes, coup).
car(8535, toyota, small, yes, coup).
car(8546, mitsubishi, medium, no, suv).
car(8548, toyota, large, no, coup).
car(8560, toyota, large, no, coup).
car(8592, honda, small, no, coup).
car(8595, toyota, small, yes, coup).
car(8620, toyota, large, no, coup).
car(8629, mitsubishi, small, yes, coup).
car(8638, ford, small, yes, coup).
car(8639, ford, large, no, suv).
car(8650, ford, small, yes, coup).
car(8659, benz, large, no, suv).
car(8678, mitsubishi, medium, no, suv).
car(8686, ford, small, yes, coup).
car(8695, benz, large, no, suv).
car(8699, ford, large, no, suv).
car(8701, mitsubishi, small, yes, coup).
car(8715, toyota, small, yes, coup).
car(8721, bmw, medium, yes, coup).
car(8744, bmw, small, yes, coup).
car(8745, bmw, medium, yes, coup).
car(8755, benz, large, no, suv).
car(8769, bmw, medium, yes, coup).
car(8784, honda, small, no, coup).
car(8785, mitsubishi, small, yes, coup).
car(8804, bmw, small, yes, coup).
car(8805, bmw, medium, yes, coup).
car(8806, ford, small, yes, coup).
car(8821, mitsubishi, small, yes, coup).
car(8829, bmw, medium, yes, coup).
car(8844, honda, small, no, coup).
car(8851, benz, large, no, suv).
car(8864, bmw, small, yes, coup).
car(8869, mitsubishi, small, yes, coup).
car(8883, toyota, small, yes, coup).
car(8900, bmw, small, yes, coup).
car(8913, bmw, medium, yes, coup).
car(8920, toyota, large, no, coup).
car(8925, bmw, medium, yes, coup).
car(8929, mitsubishi, small, yes, coup).
car(8933, toyota, large, no, suv).
car(8941, mitsubishi, small, yes, coup).
car(8942, mitsubishi, medium, no, suv).
car(8950, ford, small, yes, coup).
car(8983, benz, large, no, suv).
car(9000, honda, small, no, coup).
car(9011, ford, large, no, suv).
car(9030, benz, small, yes, coup).
car(9056, bmw, small, yes, coup).
car(9072, honda, small, no, coup).
car(9078, benz, small, yes, coup).
car(9084, honda, small, no, coup).
car(9104, bmw, small, yes, coup).
car(9113, toyota, large, no, suv).
car(9129, bmw, medium, yes, coup).
car(9135, toyota, small, yes, coup).
car(9148, toyota, large, no, coup).
car(9151, benz, large, no, suv).
car(9152, bmw, small, yes, coup).
car(9180, honda, small, no, coup).
car(9187, benz, large, no, suv).
car(9206, mitsubishi, medium, no, suv).
car(9246, benz, small, yes, coup).
car(9247, benz, large, no, suv).
car(9248, bmw, small, yes, coup).
car(9249, bmw, medium, yes, coup).
car(9273, bmw, medium, yes, coup).
car(9274, ford, small, yes, coup).
car(9281, toyota, large, no, suv).
car(9284, bmw, small, yes, coup).
car(9289, mitsubishi, small, yes, coup).
car(9303, toyota, small, yes, coup).
car(9311, ford, large, no, suv).
car(9312, honda, small, no, coup).
car(9317, toyota, large, no, suv).
car(9354, benz, small, yes, coup).
car(9368, bmw, small, yes, coup).
car(9372, honda, small, no, coup).
car(9377, toyota, large, no, suv).
car(9380, bmw, small, yes, coup).
car(9386, mitsubishi, medium, no, suv).
car(9397, mitsubishi, small, yes, coup).
car(9412, toyota, large, no, coup).
car(9414, benz, small, yes, coup).
car(9427, benz, large, no, suv).
car(9432, honda, small, no, coup).
car(9434, mitsubishi, medium, no, suv).
car(9435, toyota, small, yes, coup).
car(9437, toyota, large, no, suv).
car(9453, bmw, medium, yes, coup).
car(9475, benz, large, no, suv).
car(9503, ford, large, no, suv).
car(9504, honda, small, no, coup).
car(9515, ford, large, no, suv).
car(9517, mitsubishi, small, yes, coup).
car(9551, ford, large, no, suv).
car(9558, benz, small, yes, coup).
car(9561, bmw, medium, yes, coup).
car(9575, ford, large, no, suv).
car(9595, benz, large, no, suv).
car(9599, ford, large, no, suv).
car(9600, honda, small, no, coup).
car(9614, mitsubishi, medium, no, suv).
car(9616, toyota, large, no, coup).
car(9625, mitsubishi, small, yes, coup).
car(9630, benz, small, yes, coup).
car(9636, honda, small, no, coup).
car(9650, mitsubishi, medium, no, suv).
car(9667, benz, large, no, suv).
car(9680, bmw, small, yes, coup).
car(9715, benz, large, no, suv).
car(9741, bmw, medium, yes, coup).
car(9756, honda, small, no, coup).
car(9767, ford, large, no, suv).
car(9784, toyota, large, no, coup).
car(9787, benz, large, no, suv).
car(9797, toyota, large, no, suv).
car(9818, mitsubishi, medium, no, suv).
car(9829, mitsubishi, small, yes, coup).
car(9832, toyota, large, no, coup).
car(9839, ford, large, no, suv).
car(9846, benz, small, yes, coup).
car(9849, bmw, medium, yes, coup).
car(9876, honda, small, no, coup).
car(9877, mitsubishi, small, yes, coup).
car(9890, mitsubishi, medium, no, suv).
car(9896, bmw, small, yes, coup).
car(9898, ford, small, yes, coup).
car(9908, bmw, small, yes, coup).
car(9934, ford, small, yes, coup).
car(9939, toyota, small, yes, coup).
car(9946, ford, small, yes, coup).
car(9959, honda, small, no, coup).
car(9961, toyota, small, yes, coup).
